label,ComplementNB_pred,overall,summary,text_preview
Positive,Negative,5.0,Five Stars,Five Stars. Stopped the washer from getting the uneven load code so it worked and not that hard to install
Positive,Neutral,4.0,not good. And be sure to duct tape your screwed ...,not good. And be sure to duct tape your screwed .... This device works very well...one word of caution if you use a cordless drill: use the clutch setting at lo
Negative,Neutral,2.0,Not worth it.,"Not worth it.. It's sharp, but super flimsy. Waist of funds."
Positive,Negative,5.0,buy buy buy !!,buy buy buy !!. definite a buy protect from all the grease kids hands.
Neutral,Positive,3.0,Does what it says it does.,"Does what it says it does.. These filters are hard to come by for portable humidifier products
but they do exactly do what they are suppose to do ( admittedly
w"
Positive,Neutral,4.0,Good product,Good product. The hood is well constructed and I was able to install it without any issues. LED under hood lighting is adequate and front touch fan controls are
Positive,Neutral,5.0,Permanent Solution To Loose Handle Problem,Permanent Solution To Loose Handle Problem. A number of reviews have commented that the handle gets loose after a period of time; the solution to that problem i
Positive,Neutral,4.0,Temp unit,"Temp unit. Unit works well. Remotes do not match base, but you can adjust base to get best match. Remotes still read wrong temp."
Positive,Negative,4.0,"Not perfect, but pretty darn good","Not perfect, but pretty darn good. We're on our THIRD attempt at compact laundry that works for our condo.  We first bought the LG combo washer/dryer.  We must "
Positive,Negative,4.0,Pretty decent ice maker,"Pretty decent ice maker. I hooked this up this weekend and started using it.  I would give it 5 stars, but the ice in the dispenser end melts rather quickly, me"
Positive,Neutral,5.0,Nice Humidly Alert and Temp Display,Nice Humidly Alert and Temp Display. I set mine up for my T room.  With the nice large LCD readout at a quick glance I can see what each enclosure's humidity an
Positive,Negative,5.0,Perfect Fit,Perfect Fit. Would have originally gave a one star but they worked with to make sure I got the product
Neutral,Positive,3.0,Three Stars,Three Stars. not the right color
Positive,Negative,4.0,"Good filter, but doesn't last long","Good filter, but doesn't last long. My humidifier goes thru these filters in a very short time. Don't know why, unless six weeks is the life of a filter."
Neutral,Negative,3.0,This is very stiff!,This is very stiff!. The plastic on this item never loosens up! I have had it for months. It is toooo stiff to allow food to go through it! I have to pull it ou
Positive,Neutral,5.0,"Great for travel, no ironing needed, dries fast","Great for travel, no ironing needed, dries fast. I recently decided that I don't want to use our communal washer and dryer in my apartment building because of G"
Positive,Neutral,4.0,"Cleans the vents well, as others have reported it ...","Cleans the vents well, as others have reported it .... Cleans the vents well, as others have reported it twisting and breaking, i was careful to not let it snag"
Neutral,Negative,3.0,They all don't stay on.,They all don't stay on.. They all  don't stay on.
Positive,Neutral,4.0,Not the best for electric ovens with hidden elements....,Not the best for electric ovens with hidden elements..... They are easy to cut to size and very easy to clean.  My first spill was from an apple pie; think burn
Positive,Neutral,4.0,Independent Lab Analysis Desired,"Independent Lab Analysis Desired. Seems fine to me, but how does one really know what's inside? Would be nice if it came with some lab certification."
Positive,Negative,5.0,"Great, Reasonably Priced Filter.","Great, Reasonably Priced Filter.. When you purchase a humidifier with this filter, it would be wise to do a little homework first so you know how expensive it w"
Positive,Negative,4.0,Good value.,"Good value.. Installation in my refrigerator was seamless.  I ran several glasses of water through the filter, but never saw much by way of charcoal particles. "
Positive,Negative,5.0,Five Stars,Five Stars. The vent flap seems to work well. Think this unit should last many years.
Positive,Negative,5.0,A Must Have For PUR Water Items,A Must Have For PUR Water Items. You have to buy these but I'll review anyway. I love my PUR water filtered water. Our water isn't bad here but we had one of th
Positive,Negative,5.0,good,good. This was identical to the original but unfortunately replacing it didn't make my icemaker work again
Positive,Negative,4.0,It is what it is,It is what it is. I bought this because I needed an in expensive hygrometer for a spare cigar humidor. I calibrated it with a 69% boveda pack and it read 86% r/
Positive,Neutral,5.0,"Heavenly, easy cooking","Heavenly, easy cooking. The change from our old electric coil cooktop to this amazing induction range is like going on vacation. Cooking on top is quick, effici"
Neutral,Negative,3.0,Three Stars,Three Stars. Takes forever to fill
Positive,Negative,5.0,Five Stars,"Five Stars. Well made, but had to return because the microwave it fit was defective"
Positive,Negative,4.0,it looks like either it misses the correct paint or it got ...,it looks like either it misses the correct paint or it got .... delivered on time. the only star I took off is I don't know what's in the last pic. it looks lik
Positive,Negative,5.0,smaller than a pack of gum,smaller than a pack of gum. Another one here who bought this specifically as a humidity meter for their guitar case.  24 hr exposure to the salt test yielded a 
Neutral,Negative,3.0,"Supposed to fit my dishwasher model, but not the same. Tension is wrong.","Supposed to fit my dishwasher model, but not the same. Tension is wrong.. This spring says it will replace the one for my dishwasher model, but it's not the sam"
Positive,Negative,5.0,Poor operation UPDATE very satisfied,Poor operation UPDATE very satisfied. Have had for 9 months and in MI seemed like it might be working properly although humidity and dew points seemed to not ch
Positive,Negative,4.0,Burner knob for Whirlpool,"Burner knob for Whirlpool. I was so happy I was able to find it.  However, the black piece fell apart from the silver piece.  I was able to push them back toget"
Neutral,Positive,3.0,Three Stars,"Three Stars. Arrived when promised, form, fit, & function seem adequate."
Positive,Neutral,5.0,Good for limited space applications.,Good for limited space applications.. Works well if you are limited on space above your keg.
Positive,Neutral,4.0,Portable and effective Ice Maker,Portable and effective Ice Maker. This is a really nice ice maker.  We purchased this to use in our RV and it works great for that purpose.  It takes about 6-7 
Negative,Positive,2.0,Two Stars,Two Stars. Arrived dameged
Neutral,Positive,3.0,Great,Great. Great item saved me money doing it myself ..
Negative,Neutral,2.0,It looks nice and it is easy to use but the fan ...,It looks nice and it is easy to use but the fan .... It looks nice and it is easy to use but the fan is situated on the left side of the unit and only is strong
Positive,Neutral,5.0,New silverware basket will save you time and money!,New silverware basket will save you time and money!. This was an identical replacement for my original silverware basket. My original basket was breaking apart 
Positive,Negative,4.0,I had this washing machine for two years now. ...,I had this washing machine for two years now. .... I had this washing machine for two years now. The only problem is the drain hose that has hole in it. I was t
Neutral,Positive,3.0,Works but...,"Works but.... Not as pictured, requires termination and reusing some of the wire heat shields. Box is ERP (Exact Replacement Parts) and part is identical to muc"
Positive,Neutral,5.0,The World from Different Perspectives,The World from Different Perspectives. Alan Gregerman believes that innovation comes from viewing problems from different and fresh perspectives.  In The Necess
Negative,Positive,2.0,Almost great,"Almost great. Worked great initially, but developed problems with the ignition a little over a year of ownership. No info yet on DIY solutions."
Neutral,Positive,3.0,... got to put this hood up because it is like Ross-from-Friends's teeth,... got to put this hood up because it is like Ross-from-Friends's teeth. I never got to put this hood up because it is like Ross-from-Friends's teeth. Glowing 
Negative,Positive,2.0,needed a replacement for my original dryer filter that started ...,needed a replacement for my original dryer filter that started .... needed a replacement for my original dryer filter that started coming apart. This one works 
